cd_cnpj;fl_matriz;dt_abertura;nm_razao_social;cd_natureza_juridica;de_natureza_juridica;nm_logradouro;nu_logradouro;cd_cep;nm_bairro;nm_municipio;sg_uf;de_situacao;de_classif_natureza_juridica
03567687000130;1;12/15/1999;ANA MAIDA DE PAULO RIBEIRAO PRETO;2135;EMPRESARIO INDIVIDUAL;RUA GENERAL CAMARA;3489;14060570;IPIRANGA;RIBEIRAO PRETO;SP;BAIXADA;PRIVADO
00014136000150;1;6/6/1994;GUANTES COMERCIAL IMPORTADORA E EXPORTADORA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;PRACA ANTONIO TELES;15;11013924;CENTRO;SANTOS;SP;BAIXADA;PRIVADO
00465878000100;1;3/2/1995;THORK CORRETORA DE SEGUROS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA JULIO DE CASTILHOS;479;98600000;CENTRO;TRES PASSOS;RS;BAIXADA;PRIVADO
00146087000100;1;8/15/1994;MINEI INFORMATICA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;ALAMEDA TOPAZIO;166;06540235;ALPHAVILLE;SANTANA DE PARNAIBA;SP;BAIXADA;PRIVADO
08250414000180;1;8/23/2006;REDE BRASCON PRESTACAO DE SERVICOS EM MARKETING DE REDE LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA SAO JOSE;1135;13400330;CENTRO;PIRACICABA;SP;BAIXADA;PRIVADO
15619561000140;1;5/29/2012;HAMILTON ALVES DE ABREU MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA PEDRO LESSA;977;11025001;PONTA DA PRAIA;SANTOS;SP;ATIVA;PRIVADO
97523603000100;1;7/8/2011;MARCOS JOSE DE FREITAS OLIVEIRA MEI;2135;EMPRESARIO INDIVIDUAL;RUA CIDADE DO PORTO CIDADE;286;69097287;CIDADE NOVA;MANAUS;AM;ATIVA;PRIVADO
00276923000170;1;9/2/1983;DISTRIBUIDORA DE BEBIDAS SILVA PEREIRA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA GOIAS;1636;77410010;CENTRO;GURUPI;TO;BAIXADA;PRIVADO
11505307000160;1;1/27/2010;JOSE VALDEVINO COLARITES ME;2135;EMPRESARIO INDIVIDUAL;RUA BONIFACIO VILELA;558;84010330;CENTRO;PONTA GROSSA;PR;ATIVA;PRIVADO
01649949000180;1;1/28/1997;MARIA ROSELI SERAFIM PEREIRA;2135;EMPRESARIO INDIVIDUAL;RODOVIA PAULINO BURIGO;SN;88820000;SANGA FUNDA;ICARA;SC;ATIVA;PRIVADO
15343611000100;1;4/11/2012;GILMARIO AFONSO DE LIMA MEI;2135;EMPRESARIO INDIVIDUAL;RUA DOM LUCIO DE SOUSA;16;04129040;VILA GUMERCINDO;SAO PAULO;SP;ATIVA;PRIVADO
08873165000180;1;6/5/2007;NKE COMERCIO DE GAS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA CARLOS HUGUENEY;SN;78780970;CENTRO;ALTO ARAGUAIA;MT;ATIVA;PRIVADO
06984947000160;1;9/14/2004;PARANAVAI CELULAR LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA SOUZA NAVES;1613;87701060;CENTRO;PARANAVAI;PR;ATIVA;PRIVADO
12488964000100;1;8/9/2010;ELISABETE APARECIDA DE OLIVEIRA LANCHONETE ME;2135;EMPRESARIO INDIVIDUAL;RUA SAMPAIO BUENO;793;17204020;VILA NOVA JAU;JAU;SP;ATIVA;PRIVADO
04470930000160;1;4/26/2001;MARIA HELENA FERNANDES TOZI ME;2135;EMPRESARIO INDIVIDUAL;;;;;;;BAIXADA;PRIVADO
15112044000180;1;2/29/2012;NITRO Z COMERCIO DE NITROGENIO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ADAIL GOMES FERREIRA;891;38041006;JARDIM MARACANA;UBERABA;MG;ATIVA;PRIVADO
10576750000160;1;1/16/2009;EDILSON X DOS SANTOS ME;2135;EMPRESARIO INDIVIDUAL;RUA VILMO PEAGUDO;45;78575000;CENTRO;JUARA;MT;ATIVA;PRIVADO
16953220000170;1;10/3/2012;CINESIO RIBEIRO FILHO MEI;2135;EMPRESARIO INDIVIDUAL;QS 410 CONJUNTO F;;72320526;SAMAMBAIA NORTE SAMAMBAIA;BRASILIA;DF;ATIVA;PRIVADO
10741424000160;1;3/25/2009;HARA IMOVEIS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA GUABIROTUBA;30;80215200;PRADO VELHO;CURITIBA;PR;ATIVA;PRIVADO
12127415000100;1;6/1/2010;CATIA ADRIANA BUENO EPP;2135;EMPRESARIO INDIVIDUAL;AVENIDA PARAGUASSU;2280;95555000;CENTRO;CAPAO DA CANOA;RS;ATIVA;PRIVADO
11581441000140;1;2/19/2010;J S MORAES EPP ME;2135;EMPRESARIO INDIVIDUAL;RUA BAIA DE SAO MARCOS REINO II;1;69086127;GILBERTO MESTRINHO;MANAUS;AM;ATIVA;PRIVADO
07789068000140;1;11/13/1985;ORTELINA CANDIDO DE OLIVEIRA ME;2135;EMPRESARIO INDIVIDUAL;RUA MARECHAL DEODORO;95;63140000;CENTRO;ASSARE;CE;ATIVA;PRIVADO
12790129000120;1;11/1/2010;MARCIO DA SILVA ARAUJO MEI;2135;EMPRESARIO INDIVIDUAL;QR 310 CONJUNTO P;;72510516;SANTA MARIA;BRASILIA;DF;ATIVA;PRIVADO
13649202000100;1;5/16/2011;ROSILDA DE ALMEIDA SILVA MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA QUEIROS FILHO;3117;09121587;VILA GUARACIABA;SANTO ANDRE;SP;ATIVA;PRIVADO
11664042004130;0;8/7/1997;LOJAS PARAISO EPP LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA BARAO DO HABIAY;80;58013080;CENTRO;JOAO PESSOA;PB;ATIVA;PRIVADO
13147664000120;1;1/24/2011;NILO FERNANDES CORREIA;2135;EMPRESARIO INDIVIDUAL;AVENIDA 3;;72855162;PARQUE INDUSTRIAL MINGONE;LUZIANIA;GO;ATIVA;PRIVADO
11169468000120;1;9/1/2009;V LEITE DE SOUZA PIMENTEL ME;2135;EMPRESARIO INDIVIDUAL;RUA SENADOR QUINTINO;2678;44089006;BRASILIA;FEIRA DE SANTANA;BA;BAIXADA;PRIVADO
11278830000100;1;11/3/2009;SHESTER MASCARELLO;2135;EMPRESARIO INDIVIDUAL;AVENIDA 25 DE JULHO;5;95270000;TRAVESSAO RONDELLI;FLORES DA CUNHA;RS;ATIVA;PRIVADO
86814241000190;1;3/3/1994;TELMO ALVES CANOFF;4014;EMPRESA INDIVIDUAL IMOBILIARIA;RUA WEIMAR GONCALVES TORRES;927;79950971;CENTRO;NAVIRAI;MS;BAIXADA;PRIVADO
10632490000100;1;1/30/2009;VALMIRO LOPES RODRIGUES BORRACHARIA ME;2135;EMPRESARIO INDIVIDUAL;RODOVIA CESARIO JOSE DE CASTILHO;;17180000;ZONA RURAL;IACANGA;SP;ATIVA;PRIVADO
12433122000150;1;8/25/2010;CARLOS FRANCISCO MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA HEITOR RODRIGUES MAIA;434;19780000;VILA MARGARIDA DA CRUZ;QUATA;SP;ATIVA;PRIVADO
10369152000110;1;9/26/2008;V M SABOR LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA SAO PAULO DA CRUZ;245;30642060;BARREIRO;BELO HORIZONTE;MG;ATIVA;PRIVADO
13616554000160;1;5/6/2011;GRAFICA ITUANA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;QNM 8 CONJUNTO P;;72220080;CEILANDIA;BRASILIA;DF;ATIVA;PRIVADO
11871534000100;1;4/28/2010;ESTACIONAMENTO WESSLING LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DOUTOR MARINHO LOBO;38;89201020;CENTRO;JOINVILLE;SC;ATIVA;PRIVADO
10461592000100;1;11/10/2008;PVH ADMINISTRADORA E ASSESSORIA DE CADASTRO E COBRANCA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA SALGADO FILHO;1617;76804118;NOSSA SENHORA DAS GRACAS;PORTO VELHO;RO;ATIVA;PRIVADO
10737245000150;1;1/30/1986;IVSON GADELHA VELOSO ME;2135;EMPRESARIO INDIVIDUAL;PRACA ANTENOR NAVARRO;141;58300010;CENTRO;SANTA RITA;PB;ATIVA;PRIVADO
13494676000120;1;3/25/2011;TOP COMMUNICATION ENSINO DE IDIOMAS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA DOUTOR RICARDO JAFET;406;04260000;IPIRANGA;SAO PAULO;SP;ATIVA;PRIVADO
12960445000100;1;12/3/2010;DEBORA REGINA ARCAS MEI;2135;EMPRESARIO INDIVIDUAL;ESTRADA DO JACARANDA;1791;06361400;ALTOS DA SANTA LUCIA;CARAPICUIBA;SP;BAIXADA;PRIVADO
02586057000140;1;5/13/1998;E C POCHINI DA SILVA REPRESENTACOES ME;2135;EMPRESARIO INDIVIDUAL;RUA PASCOAL DA RIBEIRA;340;04437090;JARDIM CONSORCIO;SAO PAULO;SP;ATIVA;PRIVADO
02427969000250;0;1/9/2001;INDUSTRIA DE CALCADOS E MALHAS V H C LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA 13 DE MAIO;713;95180000;CENTRO;FARROUPILHA;RS;BAIXADA;PRIVADO
03977637000120;1;8/3/2000;APOIO AGENCIA DE VIAGENS E TURISMO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA DOUTOR ELOY CHAVES;164;79602002;CENTRO;TRES LAGOAS;MS;BAIXADA;PRIVADO
07699594000110;1;10/14/2005;NELIO DE SIQUEIRA ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA ANITA GARIBALDI;3368;82220005;BARREIRINHA;CURITIBA;PR;ATIVA;PRIVADO
16802639000120;1;6/4/1981;ELIANA MARIA BRAGA;2135;EMPRESARIO INDIVIDUAL;AVENIDA GETULIO VARGAS;2486;33400000;RECANTO DA LAGOA;LAGOA SANTA;MG;BAIXADA;PRIVADO
16058885000110;1;1/12/1987;GOLDENPHARMA COMERCIAL FARMACEUTICA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DESEMB FILINTO BASTOS;112;44050024;CENTRO;FEIRA DE SANTANA;BA;BAIXADA;PRIVADO
17162082023700;0;10/14/1986;MENDES JUNIOR ENGENHARIA SA;2046;SOCIEDADE ANONIMA ABERTA;AVENIDA ROMAO;SN;75820000;;SERRANOPOLIS;GO;BAIXADA;PRIVADO
16182834011210;0;10/31/1996;LOJAS INSINUANTE SA;2054;SOCIEDADE ANONIMA FECHADA;AVENIDA EXPEDITO GARCIA;120;29146200;CAMPO GRANDE;CARIACICA;ES;BAIXADA;PRIVADO
11097268000100;1;1/7/1975;MARIA DOMINGOS DE ALMEIDA;4014;EMPRESA INDIVIDUAL IMOBILIARIA;AVENIDA SANTO ANTONIO;92;55700000;CENTRO;LIMOEIRO;PE;BAIXADA;PRIVADO
10061124000130;1;7/9/2008;ELEICAO 2008 JOAO PAULO RODRIGUES NASCIMENTO VEREADOR;4090;CANDIDATO A CARGO POLITICO ELETIVO;RUA TAMUANA;1593;69470000;MUTIRAO;TEFE;AM;BAIXADA;PRIVADO
13183181000180;1;2/15/1980;EDISIO TORRES;2135;EMPRESARIO INDIVIDUAL;AVENIDA WALTER FRANCO;251;49500000;CENTRO;ITABAIANA;SE;BAIXADA;PRIVADO
10670164000180;1;11/12/1986;MARIA FLORENCIO GONCALVES;4014;EMPRESA INDIVIDUAL IMOBILIARIA;RUA 126;59;53437530;MARANGUAPE I;PAULISTA;PE;BAIXADA;PRIVADO
09095389000170;1;9/24/2007;LUCIANO MELO DINIZ ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA IDELFONSO SIMOES LOPES;1840;95520000;CENTRO;OSORIO;RS;BAIXADA;PRIVADO
10184633000150;1;7/18/2008;ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR MG PSC;3999;ASSOCIACAO PRIVADA;RUA CAMPANARIO;998;39860000;CENTRO;NANUQUE;MG;BAIXADA;PRIVADO
04472558000120;1;5/7/2001;ASSOCIACAO PROJETO UNIVERSIDADES RENOVADAS;3999;ASSOCIACAO PRIVADA;RUA ESPIRITO SANTO;1059;30160031;CENTRO;BELO HORIZONTE;MG;BAIXADA;PRIVADO
11609204000140;1;2/26/2010;AZENAIDE FATIMA RIBEIRO DO NASCIMENTO ME;2135;EMPRESARIO INDIVIDUAL;RUA VISCONDE DE TAUNAY;197;13171815;PARQUE RESIDENCIAL CASARAO;SUMARE;SP;BAIXADA;PRIVADO
10169460000100;1;7/16/2008;ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR PR PT;3999;ASSOCIACAO PRIVADA;ESTRADA CAICARA;289;87630000;ZONA RURAL;ATALAIA;PR;BAIXADA;PRIVADO
56094931000150;1;8/1/1986;ED CLE ATENDIMENTO E CONTATO LTDA;2240;SOCIEDADE SIMPLES LIMITADA;AVENIDA FRANCISCO TAQUES;43;03968070;PARQUE COLONIAL;SAO PAULO;SP;BAIXADA;PRIVADO
57331449000150;1;4/21/1987;MARAMAR TURISMO LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DOIS;38;11680000;JD TROPICAL;UBATUBA;SP;BAIXADA;PRIVADO
36075380000170;1;3/6/1990;FELIGRAF GRAFICA E PAPELARIA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DOUTOR NUNES;82;21021370;OLARIA;RIO DE JANEIRO;RJ;BAIXADA;PRIVADO
89221295000130;1;3/21/1977;MARTINI ARMAZENS GERAIS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA PORTO ALEGRE;SN;98300000;;PALMEIRA DAS MISSOES;RS;BAIXADA;PRIVADO
81084568000130;1;12/6/1988;METALURGICA EDUPECON LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA PAULISTA;191;85816000;SAO CRISTOVAO;CASCAVEL;PR;BAIXADA;PRIVADO
97440317000180;1;4/18/1994;DOUBLE DRAGON LOCADORA DE FITAS DE VIDEO LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA AFONSO CELSO;225;40140080;BARRA;SALVADOR;BA;BAIXADA;PRIVADO
59187260000160;1;6/27/1988;FARINHA & FILHO LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;ESTRADA MUNICIPAL DO CASTANHO;3951;13212390;CASTANHO;JUNDIAI;SP;BAIXADA;PRIVADO
92609791000170;1;2/23/1989;PEDRO FERREIRA ARMAZEM;2135;EMPRESARIO INDIVIDUAL;AVENIDA MARECHAL FLORIANO PEIXOTO;909;99300000;CENTRO;SOLEDADE;RS;ATIVA;PRIVADO
82425299000190;1;2/13/1991;ABA ANTINSETO DESINSETIZACAO DESRATIZACAO LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA ARGENTINA;1657;83405420;RIO VERDE;COLOMBO;PR;BAIXADA;PRIVADO
25355538000140;1;9/22/1988;IND E COM DE MALHAS LAPIS AZUL LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ANGELO BIGI;163;36060620;LINHARES;JUIZ DE FORA;MG;BAIXADA;PRIVADO
30068282000120;1;9/27/1967;MARIA DE CASSIA GOMES BON;2135;EMPRESARIO INDIVIDUAL;RUA GAVIAO PEIXOTO;59;24230090;ICARAI;NITEROI;RJ;BAIXADA;PRIVADO
23519093000160;1;9/9/1988;J RODRIGUES & LOPES LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;QUADRA DIRCEU ARCOVERDE I;20;64077180;ITARARE;TERESINA;PI;BAIXADA;PRIVADO
45010386000150;1;8/17/1973;TRANSPORTADORA FARHA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA BATISTA DE CARVALHO;;17053460;CENTRO;BAURU;SP;BAIXADA;PRIVADO
81640864000170;1;11/27/1967;RADIO EDUCADORA UNIAO DA VITORIA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA IPIRANGA;91;84600000;CENTRO;UNIAO DA VITORIA;PR;BAIXADA;PRIVADO
69627081000150;1;9/28/1993;M D VERAS COMERCIO REPRESENTACOES E DISTRIBUIDORA ME;2135;EMPRESARIO INDIVIDUAL;RUA DAVID CALDAS;353;64000190;CENTRO;TERESINA;PI;BAIXADA;PRIVADO
81800989000110;1;4/11/1990;IDEIAS & NEGOCIOS SERVICOS DE MARKETING LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA PROFESSORA ENOE SCHUTEL;48;88036280;TRINDADE;FLORIANOPOLIS;SC;BAIXADA;PRIVADO
22688410000100;1;3/6/1987;ANTONIO CARLOS AUGUSTO;2135;EMPRESARIO INDIVIDUAL;RUA PRESIDENTE VARGAS;336;37820000;CENTRO;ARCEBURGO;MG;BAIXADA;PRIVADO
43170315000190;1;3/14/1980;PILO LAZARO DA GAMA;2135;EMPRESARIO INDIVIDUAL;RUA TRES;85;13390000;JARDIM SANTO ANTONI;RIO DAS PEDRAS;SP;BAIXADA;PRIVADO
57092181000140;1;2/6/1987;CLUBE DO SANDUICHY COMERCIO DE LANCHES LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DO ACRE;163;03181100;VILA BERTIOGA;SAO PAULO;SP;BAIXADA;PRIVADO
22877963000100;1;10/26/1988;BANDEIRANTES DISTR DE MAT DE CONSTRUCAO LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA MARECHAL RONDON;1580;76970000;CENTRO;PIMENTA BUENO;RO;BAIXADA;PRIVADO
18474064000190;1;7/29/1975;JOSE JANUARIO DA SILVA JUNIOR;2135;EMPRESARIO INDIVIDUAL;RUA FLORIANO PEIXOTO;167;38430000;CENTRO;TUPACIGUARA;MG;BAIXADA;PRIVADO
65182396000180;1;4/23/1991;GREMIO RECREATIVO TORCIDA MAFIA ATLETICANA ORGANIZADA;3999;ASSOCIACAO PRIVADA;RUA CONCEICAO DO PARA;480;31080020;SANTA INES;BELO HORIZONTE;MG;BAIXADA;PRIVADO
50291632000120;1;6/16/1978;BRASCAMPING CENTER SERVICE LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DOUTOR ZUQUIM;1322;08210040;SANTANA;SAO PAULO;SP;BAIXADA;PRIVADO
92109438000120;1;4/28/1988;GIANE DINA DE SOUZA BISCHOFF ME;2135;EMPRESARIO INDIVIDUAL;RUA CASTRO ALVES;68;95650000;FIGUEIRA;IGREJINHA;RS;BAIXADA;PRIVADO
48614978000170;1;1/29/1982;J BATISTA DOS SANTOS TAUBATE ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA GOVERNADOR ABREU SODRE;1185;11680000;PEREQUE ACU;UBATUBA;SP;BAIXADA;PRIVADO
81757668000180;1;6/26/1991;ASSOC DOS MORADORES DO CAMPINHO;3999;ASSOCIACAO PRIVADA;RODOVIA ARAPONGAS ASTORGA;;86700000;;ARAPONGAS;PR;BAIXADA;PRIVADO
34018002000120;1;5/4/1990;CTEC CONSULTORIA EM TURISMO E EVENTOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA TANCREDO NEVES;1283;41820020;CAMINHO DAS ARVORES;SALVADOR;BA;BAIXADA;PRIVADO
97078448000160;1;8/16/1966;FRANCISCO DUDA CIA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA SENADOR PINHEIRO;2841;97800000;CENTRO;SAO LUIZ GONZAGA;RS;BAIXADA;PRIVADO
36508521000100;1;7/4/1991;TORRES E AZEREDO COMERCIO E REPRESENTACOES LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA OSCAR DE ALMEIDA GAMA;145;27213260;ATERRADO;VOLTA REDONDA;RJ;BAIXADA;PRIVADO
74684887000110;1;4/29/1994;CENTREL NTG COMERCIO DE SUPRIMENTOS DE INFORMATICA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA MAJOR FREIRE;415;04304110;VILA MONTE ALEGRE;SAO PAULO;SP;BAIXADA;PRIVADO
94634540000170;1;6/5/1992;DRAM COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA GUILHERME SCHELL;10160;92420000;CENTRO;CANOAS;RS;BAIXADA;PRIVADO
68619923000160;1;7/17/1992;KILOMANIA RESTAURANTES LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA GENERAL ARGOLO;32;20921392;SAO CRISTOVAO;RIO DE JANEIRO;RJ;BAIXADA;PRIVADO
96714738000190;1;3/30/1993;PLASTIART PLASTICOS ARTEFATOS COM IND E REPREST LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA PADRE CAMILO TORREND;432;42850000;CENTRO;DIAS D AVILA;BA;BAIXADA;PRIVADO
82427014000150;1;2/19/1991;L MOROSOV & MOROSOV LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA SAO PAULO;1122;87890000;CENTRO;TERRA RICA;PR;BAIXADA;PRIVADO
63218911000100;1;2/3/1992;OLORI PROMOCOES E EVENTOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA VIRGILIO DAMASIO;4;40020020;SE;SALVADOR;BA;BAIXADA;PRIVADO
78485950000140;1;9/22/1989;CLUBE DE MAES AMOR E ESPERANCA;3999;ASSOCIACAO PRIVADA;RODOVIA SC 386;SN;89900000;SANTA RITA;SAO MIGUEL DO OESTE;SC;ATIVA;PRIVADO
08416923000130;0;11/7/2006;CELSO JOSE LINS E SILVA ALVAREZ PRADO;4120;PRODUTOR RURAL PESSOA FISICA;FAZENDA ARARIBA;SN;16500000;NOVA PROMISSAO;CAFELANDIA;SP;BAIXADA;PRIVADO
04305474000100;1;2/23/2001;CK EMPREENDIMENTOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA AFFONSO PANSAN;605;13473620;PARQUE PRIMAVERA;AMERICANA;SP;ATIVA;PRIVADO
77042620000380;0;6/23/1980;AMIGOMELLO RESTAURANTES E LANCHONETES LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;PRACA GENERAL OSORIO;367;80020010;CENTRO;CURITIBA;PR;ATIVA;PRIVADO
07467207000110;1;6/20/2005;RAMON ROBERTO ARANTES ME;2135;EMPRESARIO INDIVIDUAL;RUA MARQUES DE RABICO;292;12071640;AGUA QUENTE;TAUBATE;SP;ATIVA;PRIVADO
01738610000150;1;3/24/1997;APARECIDO DOS REIS IEGER DE OLIVEIRA ME;2135;EMPRESARIO INDIVIDUAL;RUA FARID KALL HAFIZ;187;84032455;RESIDENCIAL VERONA;PONTA GROSSA;PR;ATIVA;PRIVADO
08839951000160;1;5/22/2007;UNIAO DOS MORADORES DE PONTAS DE PEDRA;3999;ASSOCIACAO PRIVADA;LOTEAMENTO PORTO DO SOL;18;55900000;PONTAS DE PEDRA;GOIANA;PE;ATIVA;PRIVADO
14638402000120;1;11/8/2011;SG TRANSPORTES & LOGISTICA LTDA ME;2240;SOCIEDADE SIMPLES LIMITADA;RUA DAS ROSAS;545B;35420000;SAO CRISTOVAO;MARIANA;MG;ATIVA;PRIVADO
15589437000180;1;5/24/2012;ILMAR ALBERTO DA SILVA MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA BELEM DE JUDA TRECHO INICIAL RECIFE;270;54290000;DOIS CARNEIROS;JABOATAO DOS GUARARAPES;PE;ATIVA;PRIVADO
41064510000100;1;6/9/1992;MARY VOUILLAMOZ ALBUQUERQUE;2135;EMPRESARIO INDIVIDUAL;AVENIDA VISCONDE DE JEQUITINHONHA;626;51021190;BOA VIAGEM;RECIFE;PE;ATIVA;PRIVADO
16611987000110;1;7/13/2012;DMA CONSTRUCAO CIVIL LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA GRAUNA;290;83326390;JARDIM CLAUDIA;PINHAIS;PR;ATIVA;PRIVADO
16609589000160;1;7/31/2012;FABIANO LUIZ DE LIRA BEZERRA MEI;2135;EMPRESARIO INDIVIDUAL;RUA HARMONIA;1;02366210;JARDIM VILA RICA;SAO PAULO;SP;ATIVA;PRIVADO
14479322000170;1;10/19/2011;R N DE S SANTOS;2135;EMPRESARIO INDIVIDUAL;AVENIDA DA INDEPENDENCIA;1340;65609300;PONTE;CAXIAS;MA;ATIVA;PRIVADO
15714147000110;1;6/15/2012;JOAO MATHEUS BRAGA SANTOS MEI;2135;EMPRESARIO INDIVIDUAL;RUA ROCHA LEAL;31;40301240;BARBALHO;SALVADOR;BA;ATIVA;PRIVADO
15406892000100;1;4/22/2012;FRANKLIN MENDES DA SILVA MEI;2135;EMPRESARIO INDIVIDUAL;RUA FELICE TOSI;125;03928180;CONJUNTO HABITACIONAL TEOTONIO VILELA;SAO PAULO;SP;ATIVA;PRIVADO
15407071000180;1;4/13/2012;F DE ASSIS PAULINO LIMA ME;2135;EMPRESARIO INDIVIDUAL;RUA ALUIZIO BRANCO BEZERRA;32;57920000;CENTRO;SAO LUIS DO QUITUNDE;AL;ATIVA;PRIVADO
09360188000900;0;6/13/2008;JOSE LUIS SANCHES E OUTROS;4120;PRODUTOR RURAL PESSOA FISICA;SITIO LAGEADO;SN;15170000;RURAL;TANABI;SP;ATIVA;PRIVADO
08643832000480;0;1/7/2008;MILTON AKIRA SAITO;4120;PRODUTOR RURAL PESSOA FISICA;ESTRADA MUNICIPAL RUBIACEA AO BAIRRO JANGADINHA;;16750000;JANGADINHA;RUBIACEA;SP;ATIVA;PRIVADO
07916003000380;0;11/21/2007;CARLOS ELIAS THOME SPELTZ;4120;PRODUTOR RURAL PESSOA FISICA;SITIO SAO GERALDO;SN;14350000;ZONA RURAL;ALTINOPOLIS;SP;ATIVA;PRIVADO
08339361000330;0;8/19/2008;FERNANDO FERREIRA DE CASTILHO;4120;PRODUTOR RURAL PESSOA FISICA;SITIO SAO SEBASTIAO;SN;19640000;AGUA DA VALA;IEPE;SP;ATIVA;PRIVADO
50132810000170;1;6/9/1982;IGREJA PRESBITERIANA DE MAUA;3999;ASSOCIACAO PRIVADA;RUA ALMIRANTE TAMANDARE;87;09310350;CENTRO;MAUA;SP;ATIVA;PRIVADO
08193737000260;0;8/13/2007;OSVALTE RAQUIELLI E OUTROS;4120;PRODUTOR RURAL PESSOA FISICA;SITIO TRES IRMAOS II;SN;15650000;CENTRO;ESTRELA D OESTE;SP;ATIVA;PRIVADO
91669242000390;0;4/19/1982;CALCADOS JACOB SA;2054;SOCIEDADE ANONIMA FECHADA;RUA LUIZ DE BRITO;90;93415070;OURO BRANCO;NOVO HAMBURGO;RS;BAIXADA;PRIVADO
13698318000130;1;5/16/2011;ADRIANA LOPES DA SILVA TRANSPORTES ME;2135;EMPRESARIO INDIVIDUAL;RUA JUQUITIBA;30A;07196040;VILA FLORIDA;GUARULHOS;SP;ATIVA;PRIVADO
02112772000140;1;9/18/1997;QUINEL SUCOS E EMBALAGENS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA SILVERIO FINAMORE;1000;13290000;LEITOES;LOUVEIRA;SP;ATIVA;PRIVADO
05033703000130;1;4/26/2002;SUELI FRANCO VIDEOLOCADORA ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA FRANCISCO FERREIRA LOPES;2789;08740000;BRAS CUBAS;MOGI DAS CRUZES;SP;ATIVA;PRIVADO
12608073000140;1;9/17/2010;EDUARDO SOARES DEVENS ME;2135;EMPRESARIO INDIVIDUAL;RUA MARECHAL DEODORO;405;96020220;CENTRO;PELOTAS;RS;BAIXADA;PRIVADO
